animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status_current,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
3635,0,16106,964001035779447,"",0,"",Female,2016-03-25 00:00:00.000,"",12123,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 14:11:16.558,0,0,0,"                           16106",WANDA,,,Dead,2023-12-03 13:00:42.378,0.04,-0.05,132.0,2023-08-09 14:11:18.438,0,.,"","","",,,,2023-01-31 08:48:49.235,2016-03-28 12:19:39.972,2018-08-12 08:50:05.679,2016-03-28 12:19:44.556,,,,2016-06-20 12:14:06.103,2016-06-20 12:14:06.284,,2017-02-14 14:17:21.546,2022-03-12 10:09:51.106,,2023-12-03 13:00:42.378,"",
3636,0,OR0572,964001015704241,"",0,"",Wether,2016-03-26 00:00:00.000,"",12091,"","",0,"","","New Tag: OR0572",2017-02-14 12:56:29.087,0,0,0,"OR                           572","",,,Sold,2018-04-07 13:16:09.811,0.15,0.24,109.0,2018-02-05 10:11:35.927,0,"","","","",,,,,2024-01-11 18:47:31.676,,2016-03-28 12:25:19.552,,,,2016-05-27 12:01:55.951,,,2017-02-14 12:56:28.971,,,2024-01-11 18:47:31.676,"",
3637,0,16082,964001015704222,"",0,"",Female,2016-03-26 00:00:00.000,"",12091,Cull,"",0,"","","New Tag: 16082",2017-02-14 13:16:35.662,0,0,0,"                           16082","",,,Sold,2018-11-04 14:51:33.209,0.10,0.00,104.0,2018-10-29 08:16:39.997,0,"","","","",,,,,2016-03-28 12:28:41.239,2018-08-03 21:34:36.688,2016-03-28 12:28:46.326,,,,2017-02-27 13:44:58.795,,,2017-02-14 13:16:35.553,,,2018-11-04 14:51:33.210,"",
3638,0,16041,964001015704223,"",0,"",Female,2016-03-25 00:00:00.000,"",14097,ARG,"",0,"","","New Tag: 16041",2017-02-14 11:55:09.345,0,0,0,"                           16041","",,,Dead,2023-12-06 13:36:42.080,0.06,0.00,120.0,2020-08-28 09:28:17.181,0,"16th BRD GRP","","","",,,,2021-02-26 10:08:47.968,2016-03-28 12:33:30.701,2018-08-12 08:50:04.225,2016-03-28 12:33:36.043,,,,2017-02-27 13:41:27.834,,,2017-02-14 11:55:09.223,,,2023-12-06 13:36:42.080,"",
3639,0,16208,964001015704224,"",0,"",Female,2016-03-26 00:00:00.000,"",13088,ARG,"",0,"","","New Tag: 16208",2017-02-15 11:56:28.811,0,0,0,"                           16208","",,,Sold,2020-02-16 21:29:26.502,0.09,0.11,137.0,2020-02-14 11:22:32.268,0,"9th BRD GRP","","","",,,,2019-12-08 21:14:42.264,2016-03-28 12:37:45.130,2018-08-12 08:50:07.574,2016-03-28 12:37:48.714,,,,2017-02-27 14:00:50.287,,,2017-02-15 11:56:28.703,,,2021-10-10 15:16:25.175,"",
3640,0,16146,964001015704225,"",0,"",Female,2016-03-26 00:00:00.000,"",13088,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 10:50:04.217,0,0,0,"                           16146","",,,Current,2018-08-06 13:08:38.873,0.04,-0.05,111.0,2023-08-09 10:50:06.157,0,"8th BRD GRP","","","",,,,2021-10-10 20:25:39.630,2016-03-28 12:40:41.937,2018-08-12 08:52:37.644,2016-03-28 12:40:46.029,,,,2017-02-27 13:52:42.835,,,2017-02-15 10:35:05.111,,,2024-01-10 09:58:14.232,"",
3641,0,16016,964001015704226,"",0,"",Female,2016-03-27 00:00:00.000,"",12047,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 09:14:55.520,0,0,0,"                           16016","",,,Current,2016-03-28 12:43:00.455,0.05,-0.02,150.0,2023-08-09 09:14:55.616,0,.,"","","",,,,2023-01-31 08:49:08.383,2016-03-28 12:44:38.228,2018-08-12 08:50:03.701,2016-03-28 12:44:43.016,,,,2016-08-26 13:35:47.292,,,2017-02-14 11:25:44.458,,,2024-01-10 11:43:22.103,"",
3642,0,16121,964001015704227,"",0,"",Female,2016-03-27 00:00:00.000,"",12047,Cull,"",0,"","","Baby with bad eyes",2018-03-21 15:44:31.987,0,0,0,"                           16121","",,,Sold,2018-11-02 22:30:08.663,0.11,0.04,120.0,2018-10-17 07:14:40.653,0,"","","","",,,,,2016-03-28 12:47:02.985,2018-08-07 14:00:11.515,2016-03-28 12:47:07.283,,,,2016-08-26 13:36:20.518,,,2017-02-15 10:10:11.539,,,2018-11-02 22:30:08.663,"",
3643,0,16223,964001015704228,"",0,"",Female,2016-03-25 00:00:00.000,"",12104,ARG,"",0,"","","",,0,0,0,"                           16223","",,,Current,2016-03-28 12:55:18.111,0.04,-0.02,135.0,2023-08-09 14:12:23.619,0,.,"","","",,,,2023-01-31 08:49:05.190,2016-03-28 13:56:00.000,2018-08-12 09:52:37.000,2016-03-28 13:56:07.000,,,,2017-02-27 15:03:58.000,,,2017-02-15 12:08:55.008,,,2024-01-11 08:39:38.570,"",
3644,0,16191,964001015704229,"",0,"",Female,2016-03-25 00:00:00.000,"",12104,Cull,"",0,"","",Cull,2018-04-29 08:47:32.403,0,0,0,"                           16191","",,,Sold,2018-11-02 22:30:08.898,0.11,0.07,125.0,2018-10-17 07:27:28.570,0,"","","","",,,,,2016-03-28 12:58:20.020,2018-08-07 13:37:22.284,2016-03-28 12:58:24.301,,,,2017-02-27 13:59:54.291,,,2017-02-15 11:25:52.576,,,2018-11-02 22:30:08.899,"",
3645,0,OR0707,964001015704230,"",0,"",Wether,2016-03-25 00:00:00.000,"",14125,"","",0,"","","New Tag: OR0707",2017-02-15 11:09:39.976,0,0,0,"OR                           707","",,,Sold,2018-04-07 13:16:14.221,0.13,0.15,106.0,2018-02-05 10:15:44.978,0,"","","","",,,,,2024-01-11 18:47:38.139,,2016-03-28 13:02:39.493,,,,2016-05-04 14:38:55.748,,,2017-02-15 11:09:39.865,,,2024-01-11 18:47:38.139,"",
3646,0,OR0682,964001015704231,"",0,"",Wether,2016-03-25 00:00:00.000,"",14125,"","",0,"","","New Tag: OR0682",2017-02-15 10:30:22.480,0,0,0,"OR                           682","",,,Sold,2018-04-07 13:16:13.031,0.13,0.00,104.0,2018-02-05 10:22:25.931,0,"","","","",,,,,2024-01-11 18:47:37.035,,2016-03-28 13:04:34.750,,,,2016-05-04 14:38:12.908,,,2017-02-15 10:30:22.360,,,2024-01-11 18:47:37.035,"",
3647,0,OR0647,964001015704182,"",0,"",Wether,2016-03-29 00:00:00.000,"",12013,"","",0,"","",heavy,2018-01-03 12:05:32.000,0,0,0,"OR                           647",COOKIE,,,Sold,2018-01-22 09:58:53.802,0.14,0.00,115.0,2018-01-21 10:45:01.754,0,"","","","",,,,,2024-01-11 18:47:35.392,,2016-03-30 12:11:05.462,,,,2016-06-15 14:46:46.201,2016-06-15 14:46:46.348,,2017-02-14 14:11:27.536,,,2024-01-11 18:47:35.392,"",
3648,0,16242,964001015704183,"",0,"",Female,2016-03-29 00:00:00.000,"",12013,ARG,"",0,"","","Scrapie tag or02308",2022-02-02 12:49:43.319,0,0,0,"                           16242",COOKIE,,,Sold,2022-09-27 16:43:22.572,0.05,0.42,136.0,2022-02-26 11:00:11.041,0,"7th BRD GRP","","","",,,,2021-02-26 10:00:46.112,2016-03-30 12:13:07.505,2018-08-12 08:50:08.015,2016-03-30 12:13:11.395,,,,2016-06-15 14:47:02.979,2016-06-15 14:47:03.106,,2017-02-15 12:35:43.460,,,2022-09-27 16:43:22.573,"",
3649,0,043,964001015704184,"",0,"",Male,2016-03-29 00:00:00.000,TURBO,12082,"",JAD,0,"","",heavy,2018-01-13 12:24:18.884,0,0,0,"                              43","",,,Sold,2018-01-22 09:58:53.524,0.16,0.06,136,2018-01-21 10:50:28.045,0,"","","","",,,,,2024-01-11 18:51:38.835,,2016-03-30 12:18:28.386,2022-03-15 08:41:21.688,,2016-04-29 15:08:48.097,2016-04-29 15:08:48.233,,,2016-09-07 07:29:28.606,,,2024-01-11 18:51:38.835,"",
3650,0,16206,964001015704189,"",0,"",Female,2016-03-29 00:00:00.000,"",12016,ARG,"",0,17607,"","Weaning group 8/9/23",2023-08-09 12:11:43.913,0,0,0,"                           16206",FIONA,,,Sold,2024-01-09 09:50:42.457,0.04,0.10,130.0,2024-01-03 11:53:50.601,0,.,"","","",,,,2023-01-31 08:49:12.802,2016-03-30 14:03:22.378,2018-08-12 08:50:07.528,2016-03-30 14:03:29.837,,,,2016-06-15 14:52:15.790,2016-06-15 14:52:15.923,2022-04-02 12:15:45.531,2017-02-15 11:52:31.517,,,2024-01-09 09:50:42.458,"",
3651,0,16265,964001015704188,"",0,"",Female,2016-03-29 00:00:00.000,"",12016,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 11:03:02.187,0,0,0,"                           16265",FIONA,,,Current,2016-03-30 14:04:10.230,0.04,0.01,138.0,2023-08-09 11:03:02.630,0,.,"","","",,,,2023-01-31 08:49:02.209,2016-03-30 14:05:47.197,2018-08-12 08:50:08.371,2016-03-30 14:05:57.767,,,,2016-06-15 14:52:48.954,2016-06-15 14:52:49.103,,2017-02-15 13:01:52.459,,,2024-01-11 08:15:54.977,"",
3652,0,16149,964001015704185,"",0,"",Female,2016-03-28 00:00:00.000,"",12034,Comm,"",0,"","","Weaning group 8/9/23",2023-08-09 15:16:44.766,0,0,0,"                           16149",BETTY,,,Current,2016-03-30 14:09:00.954,0.04,-0.02,119.0,2023-08-09 15:16:45.683,0,.,"","","",,,,2023-01-31 08:49:05.107,2016-06-20 11:51:42.916,2021-08-28 13:22:37.365,2016-05-23 11:58:57.379,,,,2016-06-20 11:51:42.746,2016-06-20 11:51:42.956,,2017-02-15 10:39:12.488,,,2024-01-10 09:26:39.665,"",
3653,0,OR0685,964001015704186,"",0,"",Wether,2016-03-25 00:00:00.000,"",9014,"","",0,"","",heavy,2018-01-13 12:25:35.884,0,0,0,"OR                           685",LOUISE,,,Sold,2018-01-18 19:11:12.724,0.15,0.00,120.0,2018-01-15 11:54:39.113,0,"","","","",,,,,2024-01-11 18:47:37.165,,2016-03-30 14:14:30.648,,,,2016-06-15 13:33:11.263,2016-06-15 13:33:11.429,,2017-02-15 10:35:44.117,,,2024-01-11 18:47:37.165,"",
3654,0,046,964001015704187,"",0,"",Male,2016-03-03 00:00:00.000,"",14072,"","",0,"","",2016,2018-10-09 12:43:06.000,0,0,0,"                              46","",,,Sold,2018-10-10 12:06:47.006,0.12,-0.21,140,2018-10-09 12:43:06.904,0,"","","","",,,,,2024-01-11 18:51:38.919,,2016-03-30 14:28:53.826,,,,2016-09-07 12:48:40.977,,,2016-09-07 07:31:57.563,,,2024-01-11 18:51:38.919,"",
3655,0,OR0725,964001015704190,"",0,"",Wether,2016-03-29 00:00:00.000,"",12005,"","",0,"","",heavy,2018-01-13 12:25:19.884,0,0,0,"OR                           725",FAITH,,,Sold,2018-01-18 19:11:14.236,0.16,0.08,118,2018-01-15 11:55:14.193,0,"","","","",,,,,2024-01-11 18:47:38.830,,2016-03-30 14:39:09.487,,,,2016-06-15 14:34:01.403,2016-06-15 14:34:01.556,,2017-02-15 11:53:19.920,,,2024-01-11 18:47:38.830,"",
3656,0,16165,964001015704191,"",0,"",Female,2016-03-29 00:00:00.000,"",12005,Cull,"",0,"","","New Tag: 16165",2017-02-15 10:53:13.198,0,0,0,"                           16165",FAITH,,,Sold,2018-11-04 14:51:38.063,0.10,0.10,109.0,2018-10-29 08:08:17.036,0,"","","","",,,,,2016-03-30 14:40:56.693,2018-08-03 21:34:37.069,2016-03-30 14:41:02.457,,,,2016-06-15 14:34:19.652,2016-06-15 14:34:19.808,,2017-02-15 10:53:13.080,,,2018-11-04 14:51:38.064,"",
3657,0,OR0747,964001015704201,"",0,"",Wether,2016-03-25 00:00:00.000,"",14120,"","",0,"","","New Tag: OR0747",2017-02-15 12:26:43.733,0,0,0,"OR                           747","",,,Sold,2018-04-07 13:16:16.431,0.13,0.09,110.0,2018-02-05 10:22:15.618,0,"","","","",,,,,2024-01-11 18:47:39.813,,2016-03-30 15:18:06.619,,,,2016-05-04 14:42:43.657,,,2017-02-15 12:26:43.609,,,2024-01-11 18:47:39.813,"",
3658,0,16087,964001015704200,"",0,"",Female,2016-03-28 00:00:00.000,"",14062,Cull,"",0,"","","New Tag: 16087",2017-02-14 13:29:14.087,0,0,0,"                           16087","",,,Sold,2018-11-02 22:30:08.441,0.09,-0.04,117.0,2018-10-17 06:47:22.169,0,"","","","",,,,,2016-03-30 15:53:07.623,2018-08-03 21:34:36.826,2016-03-30 15:53:15.407,,,,2017-02-27 13:45:21.000,,,2017-02-14 13:29:13.947,,,2018-11-02 22:30:08.442,"",
3659,0,OR0567,964001015704198,"",0,"",Wether,2016-03-27 00:00:00.000,"",12001,"","",0,"","","New Tag: OR0567",2017-02-14 12:50:51.139,0,0,0,"OR                           567",SHERRY,,,Sold,2017-07-28 07:10:39.223,0.20,0.21,111.0,2017-05-29 10:36:44.116,0,"","","","",,,,,2024-01-11 18:47:31.376,,2016-03-30 16:00:15.666,,,,2016-06-15 14:32:29.427,2016-06-15 14:32:29.598,,2017-02-14 12:50:50.930,,,2024-01-11 18:47:31.376,"",
3660,0,16014,964001027784344,"",0,"",Female,2016-03-25 00:00:00.000,"",14052,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 08:48:07.367,0,0,0,"                           16014","",,,Current,2016-03-30 17:32:15.578,0.04,0.02,117.0,2023-08-09 08:48:07.827,0,.,"","","",,,,2023-01-31 08:49:01.267,2016-03-30 17:38:30.912,2018-08-12 08:49:53.263,2016-03-30 17:38:37.538,,,,2016-03-30 17:38:47.099,,,2017-02-14 11:22:14.589,2021-03-12 10:28:43.824,,2024-01-11 07:01:55.319,"",
3661,0,16012,964001015704196,"",0,"",Female,2016-03-29 00:00:00.000,"",14129,ARG,"",0,"","",Cull,2019-08-23 11:05:25.714,0,0,0,"                           16012","",,,Sold,2019-12-06 21:00:35.648,0.07,0.19,109.0,2019-11-10 10:38:38.185,0,"13th BRD GRP","","","",,,,2019-03-02 19:35:25.799,2016-03-30 18:13:38.687,2018-08-12 08:50:03.596,2016-03-30 18:13:45.830,,,,2016-03-30 18:13:58.285,,,2017-02-14 11:20:59.562,,,2021-10-10 15:19:35.903,"",
3662,0,OR0546,964001015704194,"",0,"",Wether,2016-03-29 00:00:00.000,"",14129,"","",0,"","","New Tag: OR0546",2017-02-14 12:05:52.173,0,0,0,"OR                           546","",,,Sold,2018-04-07 13:16:08.568,0.13,0.12,104.0,2018-02-05 10:08:33.148,0,"","","","",,,,,2024-01-11 18:47:30.416,,2016-03-30 18:19:07.207,,,,2016-03-30 18:19:14.858,,,2017-02-14 12:05:52.066,,,2024-01-11 18:47:30.416,"",
3663,0,OR0559,964001015704195,"",0,"",Wether,2016-03-26 00:00:00.000,"",14099,"","",0,"","","New Tag: OR0559",2017-02-14 12:30:03.634,0,0,0,"OR                           559",PENNY,,,Sold,2018-04-07 13:16:09.212,0.14,0.36,114.0,2018-02-05 10:27:49.878,0,"","","","",,,,,2024-01-11 18:47:30.975,,2016-03-30 18:38:15.890,,,,2016-03-30 18:38:32.661,2016-06-14 09:20:45.249,,2017-02-14 12:30:03.529,,,2024-01-11 18:47:30.975,"",
3664,0,OR0571,964001015704192,"",0,"",Wether,2016-03-29 00:00:00.000,"",11006,"","",0,"","",heavy,2018-01-03 10:19:52.000,0,0,0,"OR                           571",BUTTONS,,,Sold,2018-01-22 09:58:53.644,0.15,0.00,114,2018-01-21 11:00:41.973,0,"","","","",,,,,2024-01-11 18:47:31.548,,2016-03-30 19:10:47.111,,,,2016-06-15 14:04:34.087,2016-06-15 14:04:34.247,,2017-02-14 12:53:43.118,,,2024-01-11 18:47:31.549,"",
3665,0,11006B,964001015704193,"",0,"",Female,2016-03-29 00:00:00.000,"",11006,"","",0,"","","New Tag: 11006B",2016-03-30 19:11:48.035,0,0,0,"                           11006B",BUTTONS,,,Dead,2016-07-18 13:41:56.190,"","","",,0,"","","","",,,,,2016-03-30 19:12:13.326,,2016-03-30 19:12:17.247,,,,2016-06-15 14:05:02.668,2016-06-15 14:05:02.808,,2016-03-30 19:11:47.946,,,2016-07-18 13:41:56.210,"",
3666,0,OR0720,964001015704142,"",0,"",Wether,2016-03-29 00:00:00.000,"",14096,"","",0,"","",heavy,2018-01-03 12:20:33.000,0,0,0,"OR                           720","",,,Sold,2018-01-22 09:58:53.916,0.15,0.06,117.0,2018-01-21 10:52:07.044,0,"","","","",,,,,2024-01-11 18:47:38.699,,2016-03-30 19:16:07.459,,,,2016-07-18 12:58:14.632,,,2017-02-15 11:46:46.889,,,2024-01-11 18:47:38.699,"",
3667,0,OR0734,964001015704143,"",0,"",Wether,2016-03-29 00:00:00.000,"",14096,"","",0,"","","New Tag: OR0734",2017-02-15 12:14:04.823,0,0,0,"OR                           734","",,,Sold,2018-04-07 13:16:15.533,0.11,-0.21,97.0,2018-02-05 10:18:40.281,0,"","","","",,,,,2024-01-11 18:47:39.222,,2016-03-30 19:17:30.749,,,,2017-02-27 14:31:48.017,,,2017-02-15 12:14:04.708,,,2024-01-11 18:47:39.222,"",
3668,0,16211,964001015704144,"",0,"",Female,2016-03-28 00:00:00.000,"",14007,"","",0,"","","New Tag: 16211",2017-02-15 11:57:53.810,0,0,0,"                           16211","",,,Sold,2018-04-07 13:16:06.881,0.12,0.09,95.0,2018-02-05 10:19:25.439,0,"","","","",,,,,2016-03-30 19:22:20.935,,2016-03-30 19:24:19.992,,,,2017-02-27 14:01:16.149,,,2017-02-15 11:57:53.711,,,2018-04-07 13:16:06.882,"",
3669,0,16154,964001015704145,"",0,"",Female,2016-03-28 00:00:00.000,"",14007,Cull,"",0,"","","New Tag: 16154",2017-02-15 10:42:21.821,0,0,0,"                           16154","",,,Sold,2018-11-02 22:30:07.632,0.10,0.04,105.0,2018-10-17 06:52:20.061,0,"","","","",,,,,2016-03-30 19:24:02.488,2018-08-03 21:34:36.932,2016-03-30 19:24:10.530,,,,2017-02-27 13:53:18.565,,,2017-02-15 10:42:21.718,,,2018-11-02 22:30:07.632,"",
3670,0,OR0597,964001015704147,"",0,"",Wether,2016-03-27 00:00:00.000,"",14082,"","",0,"","","New Tag: OR0597",2017-02-14 13:20:45.327,0,0,0,"OR                           597","",,,Sold,2017-10-06 14:14:01.648,0.16,0.15,99.0,2017-10-03 12:14:26.452,0,"","","","",,,,,2024-01-11 18:47:32.862,,2016-03-30 19:38:18.610,,,,2017-02-27 14:20:14.528,,,2017-02-14 13:20:45.224,,,2024-01-11 18:47:32.863,"",
3671,0,16061,964001015704146,"",0,"",Female,2016-03-27 00:00:00.000,"",14082,Cull,"",0,"","","New Tag: 16061",2017-02-14 12:29:24.344,0,0,0,"                           16061","",,,Sold,2018-11-04 14:51:31.523,0.09,0.00,102.0,2018-10-29 08:55:43.262,0,"","","","",,,,,2016-03-30 19:39:45.652,2018-08-03 21:34:36.735,2016-03-30 19:39:50.199,,,,2017-02-27 13:42:48.056,,,2017-02-14 12:29:24.236,,,2018-11-04 14:51:31.523,"",
3672,0,16159,964001015704149,"",0,"",Female,2016-03-29 00:00:00.000,"",14009,ARG,"",0,"","",Cull,2020-08-28 10:47:00.370,0,0,0,"                           16159","",,,Dead,2022-01-22 16:09:52.718,0.06,0.12,121.0,2020-12-14 14:06:28.614,0,"2nd BRD GRP","","","",,,,2019-12-08 20:44:50.642,2016-03-30 19:59:50.729,2018-08-12 08:52:37.689,2016-03-30 19:59:58.225,,,,2016-03-30 20:00:09.340,,,2017-02-15 10:47:24.635,,,2022-01-22 16:09:52.718,"",
3673,0,16156,964001015704148,"",0,"",Female,2016-03-29 00:00:00.000,"",14009,ARG,"",0,"","","",,0,0,0,"                           16156","",,,Dead,2022-01-22 16:09:26.572,0.08,0.02,113,2019-05-22 12:44:01.318,0,"6th BRD GRP","","","",,,,2019-12-08 21:05:51.264,2016-03-30 20:03:00.949,2018-08-12 08:50:06.661,2016-03-30 20:03:13.334,,,,2016-03-30 20:03:21.604,,,2019-12-08 21:02:55.130,,,2022-01-22 16:09:26.572,"",
3674,0,16091,964001015704151,"",0,"",Female,2016-03-28 00:00:00.000,004ROCKET,9007,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 07:44:39.865,0,0,0,"                           16091",LULU,,,Current,2016-03-30 20:11:37.406,0.04,-0.10,134.0,2023-08-09 07:44:41.304,0,.,"","","",,,,2023-01-31 08:48:58.794,2016-03-30 20:13:39.044,2018-08-12 08:50:05.363,2016-03-30 20:13:45.056,,,2016-03-30 20:14:58.958,2016-03-30 20:15:11.170,2016-06-15 13:27:42.719,,2017-02-14 13:43:38.725,,,2024-01-10 08:45:01.831,"",
3675,0,9007B,964001015704150,"",0,"",Wether,2016-03-28 00:00:00.000,004ROCKET,9007,"","",0,"","",heavy,2018-01-03 10:12:59.000,0,0,0,"                            9007B",LULU,,,Sold,2018-01-22 09:58:53.392,0.14,0.00,110,2018-01-21 10:54:08.475,0,"","","","",,,,,2024-01-11 18:46:58.972,,2016-03-30 20:20:20.732,,,2016-03-30 20:20:35.873,2016-03-30 20:20:42.125,2016-06-15 13:28:02.658,,2016-03-30 20:18:39.065,,,2024-01-11 18:46:58.972,"",
3676,0,OR0523,964001015704161,"",0,"",Wether,2016-03-28 00:00:00.000,"",14122,"","",0,"","","research wether",2017-08-16 08:26:09.000,0,0,0,"OR                           523","",,,Sold,2017-10-06 14:14:02.564,0.15,0.10,92.0,2017-10-03 12:10:31.599,0,"","","","",,,,,2024-01-11 18:47:29.237,,2016-03-30 20:39:50.096,,,,2016-03-30 20:39:56.729,,,2017-02-14 11:23:38.791,,,2024-01-11 18:47:29.237,"",
3677,0,16113,964001015704160,"",0,"",Female,2016-03-28 00:00:00.000,"",14122,Cull,"",0,"","","Skinny kids.not a great mom",2018-03-28 12:57:45.660,0,0,0,"                           16113","",,,Sold,2018-11-04 14:51:34.954,0.08,0.35,101.0,2018-10-29 08:25:50.665,0,"","","","",,,,,2016-03-30 20:31:20.263,2018-08-03 21:34:36.869,2016-03-30 20:31:25.441,,,,2016-03-30 20:31:33.669,,,2017-02-15 10:01:38.827,,,2018-11-04 14:51:34.954,"",
3678,0,16067,964001035779381,"",0,"",Female,2016-03-28 00:00:00.000,"",14122,ARG,"",0,"","","Thin exceed and prevail",2022-05-30 11:55:51.319,0,0,0,"                           16067","",,,Sold,2024-01-08 11:55:27.101,0.03,-0.13,80.5,2022-05-30 11:56:03.430,0,.,"","","",,,,2023-01-31 08:48:52.808,2016-03-30 20:45:33.934,2018-08-12 08:49:53.392,2016-03-30 20:45:38.740,,,,2016-03-30 20:46:03.035,,,2017-02-14 12:55:54.358,2022-03-10 12:02:53.728,,2024-01-08 11:55:27.101,"",
3679,0,OR0578,964001015704152,"",0,"",Wether,2016-03-28 00:00:00.000,"",12063,"","",0,"","",heavy,2018-01-13 12:24:47.884,0,0,0,"OR                           578","",,,Sold,2018-01-18 19:11:06.548,0.15,0.00,124,2018-01-15 11:57:56.585,0,"","","","",,,,,2024-01-11 18:47:31.933,,2016-03-30 20:53:13.142,,,,2016-03-30 20:53:26.550,,,2017-02-14 13:04:33.963,,,2024-01-11 18:47:31.934,"",
3680,0,16158,964001015704158,"",0,"",Female,2016-03-28 00:00:00.000,"",14102,Cull,"",0,"","","New Tag: 16158",2017-02-15 10:46:56.498,0,0,0,"                           16158","",,,Sold,2018-11-02 22:30:07.820,0.09,-0.09,101.0,2018-10-17 07:33:27.607,0,"","","","",,,,,2016-03-30 20:59:36.949,2018-08-03 21:34:36.979,2016-03-30 20:59:42.132,,,,2016-03-30 20:59:49.428,,,2017-02-15 10:46:56.374,,,2018-11-02 22:30:07.821,"",
3681,0,OR0680,964001015704522,"",0,"",Wether,2016-03-28 00:00:00.000,"",14102,"","",0,"","","New Tag: OR0680",2017-02-15 10:29:40.964,0,0,0,"OR                           680","",,,Sold,2018-04-07 13:16:12.783,0.13,0.06,95.0,2018-01-03 10:56:35.063,0,"","","","",,,,,2024-01-11 18:47:36.993,,2016-03-30 21:02:57.306,,,,2016-03-30 21:03:06.120,,,2017-02-15 10:29:40.855,2017-02-15 10:29:09.391,,2024-01-11 18:47:36.993,"",
3682,0,OR0586,964001015704156,"",0,"",Wether,2016-03-29 00:00:00.000,004ROCKET,13049,"","",0,"","",heavy,2018-01-13 12:25:23.884,0,0,0,"OR                           586","",,,Sold,2018-01-18 19:11:07.531,0.17,0.58,128.0,2018-01-15 11:59:35.604,0,"","","","",,,,,2024-01-11 18:47:32.394,,2016-03-30 21:23:10.330,,,2016-03-30 21:23:29.286,2016-03-30 21:23:35.055,,,2017-02-14 13:12:41.234,,,2024-01-11 18:47:32.394,"",
3683,0,OR0618,964001015704155,"",0,"",Wether,2016-03-29 00:00:00.000,004ROCKET,13049,"","",0,"","",heavy,2018-01-13 12:25:40.884,0,0,0,"OR                           618","",,,Sold,2018-01-18 19:11:09.673,0.16,0.33,123.0,2018-01-15 11:53:36.481,0,"","","","",,,,,2024-01-11 18:47:33.856,,2016-03-30 21:27:25.936,,,2016-03-30 21:27:42.926,2016-03-30 21:27:52.577,,,2017-02-14 13:39:47.198,,,2024-01-11 18:47:33.856,"",
3684,0,OR0588,964001015704154,"",0,"",Wether,2016-03-29 00:00:00.000,"",9013,"","",0,"","",heavy,2018-01-13 12:25:33.884,0,0,0,"OR                           588",PREMADDONAMOMMA,,,Sold,2018-01-18 19:11:07.939,0.16,0.17,122.0,2018-01-15 11:53:48.079,0,"","","","",,,,,2024-01-11 18:47:32.477,,2016-03-31 13:11:52.541,,,,2016-03-31 13:12:01.425,2016-06-15 13:31:35.824,,2017-02-14 13:13:47.563,,,2024-01-11 18:47:32.477,"",
3685,0,16078,964001023946361,"",0,"",Female,2016-03-29 00:00:00.000,"",9013,Comm,"",0,"","","Weaning group 8/9/23",2023-08-09 13:34:10.655,0,0,0,"                           16078",PREMADDONAMOMMA,,,Current,2016-03-31 13:15:01.499,0.04,-0.04,127.0,2023-08-09 13:34:11.531,0,.,"","","",,,,2023-01-31 08:48:59.783,2016-03-31 13:17:17.261,2021-08-28 14:31:33.552,2016-03-31 13:17:26.382,,,,2016-03-31 13:17:34.973,2016-06-15 13:32:03.375,,2017-02-14 13:10:33.725,2019-05-24 11:14:14.502,,2024-01-10 09:03:52.658,"",
3686,0,9013C,964001015704131,"",0,"",Wether,2016-03-29 00:00:00.000,"",9013,"","",0,"","","Mother laid on kid",2016-04-08 11:52:03.533,0,0,0,"                            9013C","",,,Dead,2016-04-08 11:53:17.936,"","","",,0,"","","","",,,,,2024-01-11 18:46:59.049,,2016-03-31 13:20:56.973,,,,2016-03-31 13:21:04.726,,,2016-03-31 13:19:56.044,,,2024-01-11 18:46:59.049,"",
3687,0,OR0671,964001015704122,"",0,"",Female,2016-03-30 00:00:00.000,"",14059,"","",0,"","","New Tag: OR0671",2017-02-15 10:15:37.409,0,0,0,"OR                           671","",,,Sold,2018-04-07 13:16:12.520,0.13,0.15,98.5,2018-02-05 10:12:10.651,0,"","","","",,,,,2016-03-31 15:05:00.140,,2016-03-31 15:05:06.734,,,,2016-03-31 15:05:17.167,,,2017-02-15 10:15:37.300,,,2018-04-07 13:16:12.520,"",
